numeroCamara,numeroSenado,tituloCorto,tipo,autores,estado,comision,origen,cuatrenio,legislatura,url,tituloLargo,objeto
444/2022C,,"DERECHO A LA ALIMENTACIÓN","Acto Legislativo","[""H.S.Maritza Martínez Aristizábal"",""H.S.Berner león Zambrano Erazo"",""H.S.Myriam Alicia Paredes Aguirre"",""H.S.Aida Yolanda Avella Esquivel"",""H.S.Roosvelt Rodríguez Rengifo"",""H.S.Guillermo García Realpe"",""H.S.Iván Leonidas Name Vásquez"",""H.S.Angélica lisbeth lozano correa"",""H.S.Jorge Eduardo Londoño Ulloa"",""H.R.Norma Hurtado Sánchez"",""H.R.Juan Carlos Lozada Vargas"",""H.R.Alejandro Alberto Vega Pérez"",""H.R.Juanita María Goebertus Estrada""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/derecho-a-la-alimentacion-4,"Por el cual se modifica el articulo 65 de la Constitución Política de Colombia","Con el presente proyecto de Acto Legislativo se plantea establecer el derecho fundamental a la alimentación adecuada en el ordenamiento jurídico interno, en los términos establecidos por parte de la Organización de las Naciones Unidas para la Alimentación y la Agricultura, de la cual· se toman los elementos fundantes para la elaboración del artículo propuesto en el presente proyecto, todo lo anterior con el propósito de dar cumplimiento a las disposiciones del corpus iuris de derecho internacional que han sido suscritas por parte qel Estado colombiano, hoy en día enteramente vinculantes y como paso necesario para la construcción de condiciones de seguridad alimentaria y soberanía alimentaria en el territorio nacional."
443/2022C,,"SALVAMENTO MIPYMES","Ley Ordinaria","[""H.S.John Milton Rodriguez Gonzalez""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/salvamento-mipymes,"Por el cual se crea el Plan de Salvamento Económico para las mipymes en situación de crisis comprobada, derivada de la emergencia sanitaria y se dictan otras disposiciones.","La presente Ley tiene por objeto, establecer un conjunto de medidas administrativas, económicas y sociales de interés publico, a efecto de impulsar la reactivación económica, mediante la creación de un Plan de Salvamento Económico para las mipymes otorgando la refinanciación de las obligaciones con deducción de intereses moratorios."
442/2022C,,"INTERNET DERECHO FUNDAMENTAL","Acto Legislativo","[""H.S.Gustavo Petro Urrego"",""H.S.Feliciano valencia medina"",""H.S.Julián Gallo Cubillos"",""H.S.Griselda Lobo Silva"",""H.S.Wilson Arias Castillo"",""H.S.Aida Yolanda Avella Esquivel"",""H.S.Iván Cepeda Castro"",""H.S.Pablo Catatumbo Torres Victoria"",""H.R.León Fredy Muñoz Lopera"",""H.R.César Augusto Ortiz Zorro"",""H.R.Fabián Díaz Plata"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Abel David Jaramillo Largo"",""H.R.Omar De Jesús Restrepo Correa"",""H.R.Jairo Reinaldo Cala Suárez""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/internet-derecho-fundamental-2,"Por medio del cual se establece el internet como derecho fundamental",""
441/2022C,325/2022S,"TECNOLOGÍAS ACTUACIONES JUDICIALES","Ley Ordinaria","[""Ministro de Justicia y del Derecho - Wilson Ruiz Orejuela"",""Fiscal General de la Nación - Francisco Barbosa Delgado"",""Presidente Corte Suprema de Justicia - Aroldo Wilson Quiroz"",""Presidente Consejo de Estado - Carlos Enrique Moreno"",""Presidente Consejo Superior de la Judicatura - Jorge Luis Trujillo"",""Defensor del Pueblo - Carlos Camargo Asis""]",Ley,"Comisión Primera Constitucional Permanente",Senado,2018-2022,2021-2022,https://www.camara.gov.co/tecnologias-actuaciones-judiciales,"Por medio del cual se establece la vigencia permanente del Decreto Legislativo 806 de 2020","El Proyecto de Ley tiene como objetivo declarar la vigencia permanente del Decreto Legislativo 806 del 2020, ""Por el cual s,¡, adoptan medidas para implementar las tecnologías de la información y las comunicaciones en las actuaciones judiciales, agilizar los procesos judiciales y flexibilizar la atención a los usuarios del servicio de justicia, en el marco del Estado de Emergencia Económica, Social y Ecológica"", expedido con ocasión de la crisis generada tras la pandemia, y con el fin de ""implementar el uso de las tecnologías de la información y las comunicaciones en las actuaciones judiciales y agilizar el trámite de los procesos judiciales ante la jurisdicción ordinaria en las especialidades civil, laboral, familia, jurisdicción de lo contencioso administrativo, jurisdicción constitucional y disciplinaria, así como en las actuaciones de las autoridades administrativas que ejerzan funciones jurisdiccionales y en los procesos arbitrales"", a mas de ""flexibilizar la atención a los usuarios del servicio de justicia y contribuir a la pronta reactivación de las actividades económicas que dependen de este""."
440/2022C,337/2022S,"MECANISMOS DE FINANCIACIÓN","Ley Ordinaria","[""Ministro de Hacienda y Crédito Público - José Manuel Restrepo Abonado""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público",Senado,2018-2022,2021-2022,https://www.camara.gov.co/mecanismos-de-financiacion,"Por la cual se dictan normas relacionadas con el acceso y financiamiento para la construcción de equidad, y se dictan otras disposiciones",""
439/2022C,,"TUTELA CON MEMBRETE","Ley Estatutaria","[""H.R.Rodrigo Arturo Rojas Lara""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/tutela-con-membrete,"Por medio de la cual se modifica el Decreto – Ley 2591 de 1991, y se dictan otras disposiciones","Esta ley tiene por objeto dotar de herramientas al juez constitucional, con el fin de disuadir la reincidencia en la violación de derechos fundamentales, garantizar el derecho de acceso a la justicia y robustecer la efectividad de su protección a través de los fallos de tutela."
438/2022C,,"INCAUTACIÓN CELULARES","Ley Ordinaria","[""H.R.Rodrigo Arturo Rojas Lara""]","Trámite a Senado","Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/incautacion-celulares,"Por medio del cual se modifican las Leyes 1801 de 2016 y 1672 de 2013; y se dictan otras disposiciones” o “Ley de Recuperación de tecnología para la niñez","La presente ley establece las condiciones para que los equipos terminales móviles – ETM, computadores y tabletas incautados y en poder de las autoridades en virtud del artículo 164 de la Ley 1801 de 2016, que no hayan sido reclamados por sus propietarios puedan ser distribuidos por el Gobierno Nacional a través del Ministerio de Tecnologías de la Información y las Comunicaciones – MinTIC y el programa Computadores para Educar a niños, niñas y adolescentes en todo país."
437/2022C,,"RETRACTO AEROLINEAS","Ley Ordinaria","[""H.R.Rodrigo Arturo Rojas Lara""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/retracto-aerolineas,"Por medio de la cual se interpreta el artículo 17 del Decreto 482 de 2020","El presente proyecto de ley tiene por objeto precisar el alcance e interpretación del artículo 17 del Decreto 482 de 2020, pues la medida contenida en la norma ha generado una flagrante desprotección y desmedro de las garantías y derechos de los consumidores, concretamente los que acceden a servicios aéreos."
436/2022C,,"COMPENSACIÓN DE AGUA","Ley Ordinaria","[""H.R.Buenaventura León León""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/compensacion-de-agua,"POR MEDIO DE LA CUAL SE CREA UN SISTEMA DE COMPENSACIÓN PARA LOS MUNICIPIOS QUE SE VEAN AFECTADOS CON EL DESARROLLO DE PROYECTOS HIDRICOS",""
435/2022C,,"ASISTENCIA ECONÓMICA PARA NIÑOS","Ley Ordinaria","[""H.R.Martha Patricia Villalba Hodwalker"",""H.R.Karina Estefanía Rojano Palacio"",""H.R.Sara Elena Piedrahita Lyons"",""H.R.Milene Jarava Díaz"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Jhon Arley Murillo Benítez"",""H.R.Adriana Magali Matiz Vargas"",""H.R.José Eliécer Salazar López"",""H.R.José Elver Hernández Casas"",""H.R.Hernando Guida Ponce"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Alfredo Rafael Deluque Zuleta"",""H.R.Emeterio José Montes De Castro"",""H.R.Ciro Antonio Rodríguez Pinzón"",""H.R.Edgar Alfonso Gómez Román""]",Archivado,"Comisión Cuarta o Presupuesto","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/asistencia-economica-para-ninos,"Por medio de la cual se establecen medidas especiales de asistencia para los niños, niñas y adolescentes y se dictan otras disposiciones","Esta ley tiene por objeto la adopción de normas que garanticen los derechos fundamentales de los niños, niñas y adolescentes, y personas con discapacidad hasta los veinticinco (25) años de edad a través de medidas de asistencia económica, que permitan aproximarse a una protección digna cuando se encuentren en condiciones de especial vulnerabilidad, debilidad e indefención como consecuencia de la pérdida y ausencia de sus padres por razones de violencia intrafamiliar o feminicidio."
434/2022C,,"MATRIMONIO FORZADO","Ley Ordinaria","[""H.R.Martha Patricia Villalba Hodwalker"",""H.R.Milene Jarava Díaz"",""H.R.Oscar Tulio Lizcano Gonzalez"",""H.R.Sara Elena Piedrahita Lyons"",""H.R.José Eliécer Salazar López"",""H.R.José Elver Hernández Casas"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Adriana Magali Matiz Vargas"",""H.R.Alfredo Rafael Deluque Zuleta"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Karina Estefanía Rojano Palacio"",""H.R.Jhon Arley Murillo Benítez"",""H.R.Emeterio José Montes De Castro""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/matrimonio-forzado,"POR MEDIO DE LA CUAL SE TIPIFICA EL DELITO DE MATRIMONIO FORZADO","La presente ley tiene por objeto la tipificación del matrimonio forzado como delito autónomo en nuestro ordenamiento jurídico penal. Lo anterior en virtud de la garantía de la autonomía personal de los ciudadanos, especialmente de las mujeres como grupo especial vulnerable."
433/2022C,,"IGUALDAD TRIBUTARIA IGLESIAS","Ley Ordinaria","[""H.R.Adriana Magali Matiz Vargas"",""H.R.Armando Antonio Zabaraín de Arce"",""H.R.Buenaventura León León""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/igualdad-tributaria-iglesias,"Por medio de la cual se adoptan medidas en materia de igualdad tributaria entre iglesias","El presente proyecto de ley tiene como objetivo la adopción de medidas en materia de igualdad tributaria derivadas de la aplicación y extensión del precepto contenido en el artículo 24 de la Ley 20 de 197 4, por medio de la cual se aprobó el Concordato y el Protocolo Final entre la República de Colombia y la Santa Sede."
432/2022C,366/2022S,"DISTRIBUCIÓN 16 CURULES","Ley Orgánica","[""H.R.Harry Giovanny González García"",""H.R.Jorge Eliécer Tamayo Marulanda"",""H.R.Elizabeth Jay-Pang Díaz"",""H.R.Gloria Betty Zorro Africano"",""H.R.Alejandro Alberto Vega Pérez"",""H.R.Jennifer Kristin Arias Falla"",""H.R.Luciano Grisales Londoño"",""H.R.Juan Carlos Wills Ospina"",""H.R.Jairo Humberto Cristo Correa"",""H.R.Jaime Rodríguez Contreras"",""H.R.Edward David Rodríguez Rodríguez"",""H.R.Oscar Hernán Sánchez León"",""H.R.Ángel María Gaitán Pulido"",""H.R.Juan Carlos Lozada Vargas"",""H.R.Buenaventura León León"",""H.R.Jezmi Lizeth Barraza Arraut"",""H.R.Hernán Gustavo Estupiñan Calvache"",""H.R.Flora Perdomo Andrade"",""H.R.Carlos Alberto Cuenca Chaux""]",Ley,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/distribucion-16-curules,"Por medio de la cual se modifica la ley 3ra de 1992, modificada por la Ley 754 de 2002 y por la Ley 1921 de 2018; y se dictan otras disposiciones.",""
431/2022C,,"CONSEJOS COMUNITARIOS","Acto Legislativo","[""H.R.Jhon Arley Murillo Benítez"",""H.R.Hernán Banguero Andrade"",""H.R.Carlos Alberto Carreño Marin"",""H.R.Juan Carlos Reinales Agudelo"",""H.R.Modesto Enrique Aguilera Vides"",""H.R.Ángel María Gaitán Pulido"",""H.R.Faber Alberto Muñoz Cerón"",""H.R.Juan Carlos Lozada Vargas"",""H.R.Carlos Julio Bonilla Soto"",""H.R.Álvaro Henry Monedero Rivera"",""H.R.Jairo Giovany Cristancho Tarache"",""H.R.Gabriel Jaime Vallejo Chujfi"",""H.R.Jairo Reinaldo Cala Suárez"",""y otras firmas""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/consejos-comunitarios,"Por medio de la cual se modifican los artículos 246, 239 y 330 de la Constitución Política, con el fin de incluir el reconocimiento de los consejos comunitarios de Comunidades Negras.","Busca reconocer constitucionalmente el derecho de las comunidades negras a contar con una jurisdicción propia, bajo la figura de Consejos Comunitarios ; en razón a su igualdad de condiciones con las comunidades indígenas, al ser ambos minorías étnicas y sujetos de especial protección."
430/2022C,,CONCEJALES,"Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute"",""H.R.Adriana Magali Matiz Vargas"",""H.R.José Gustavo Padilla Orozco"",""H.R.Felix Alejandro Chica Correa"",""H.R.Nicolás Albeiro Echeverry Alvarán"",""H.R.Buenaventura León León"",""H.R.Armando Antonio Zabaraín de Arce"",""H.R.Nidia Marcela Osorio Salgado"",""H.R.Yamil Hernando Arana Padaui"",""H.R.José Elver Hernández Casas"",""H.R.Harry Giovanny González García"",""H.R.Diela Liliana Benavides Solarte"",""H.R.Huges Manuel Lacoture Danies""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/concejales,"POR MEDIO DE LA CUAL SE MODIFICA EL MONTO DE LOS HONORARIOS DE CONCEJALES DE MUNICIPIOS DE QUINTA Y SEXTA CATEGORÍA, SE AUMENTA EL NÚMERO SE SESIONES ORDINARIAS Y EXTRAORDINARIAS DE CONCEJALES DE MUNICIPIOS DE TERCERA A SEXTA CATEGORÍA, SE ADOPTAN MEDIDAS EN SEGURIDAD SOCIAL Y SE DICTAN OTRAS DISPOSICIONES","La presente ley tiene por objeto aumentar el valor de los honorarios de los concejales de municipios de quinta y sexta categoría, incrementar el número de sesiones ordinarias y extraordinarias de concejales de municipios de tercera a sexta categoría y reconocer el derecho de todos los concejales de las diferentes categorías de los municipios del País, al pago de la seguridad social a cargo del presupuesto central de la administración municipal, garantizando el derecho al trabajo digno."
429/2022C,,"DISTRITO PUERTO COLOMBIA","Acto Legislativo","[""H.S.Armando Alberto Benedetti Villaneda"",""H.S.Mauricio Gómez Amín"",""H.S.Luis Eduardo Diazgranados Torres"",""H.S.Efraín José Cepeda Sarabia"",""H.R.Martha Patricia Villalba Hodwalker"",""H.R.César Augusto Lorduy Maldonado"",""H.R.Alfredo Rafael Deluque Zuleta"",""H.R.Karina Estefanía Rojano Palacio"",""H.R.Modesto Enrique Aguilera Vides"",""H.R.José Gabriel Amar Sepúlveda"",""H.R.Armando Antonio Zabaraín de Arce""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/distrito-puerto-colombia,"Por el cual se modifican los artículos 328 y 356 de la Constitución Política otorgándole la categoría de Distrito Turístico, Cultural e Histórico al municipio de Puerto Colombia en el Departamento del Atlántico","El presente proyecto de Acto Legislativo tiene como objeto, otorgar al municipio de Puerto Colombia, Atlántico, la categoría de Distrito Turístico, Cultural e Histórico, modificando los artículos 328 y 356 de la constitución Política de Colombia, en virtud al artículo 114 Superior, respondiendo a la necesidad plasmada por los autores del proyecto en la cual sustenta el innegable pasado como núcleo de desarrollo portuario y comercial, que precisamente por esto la importancia que a futuro tendrá para el país y en especial para el departamento del Atlántico, la región de la costa norte, y en particular el municipio de Puerto Colombia con su potencial turístico, cultural e histórico, su conexión costera y una rica historia cultural y artística que hace de este territorio uno de los municipios colombianos con mayor proyección en la dinámica de las relaciones interculturales como lo demuestra su historia, circunstancia que sin duda garantizará la gestión de planificación, regulación y transformación de la Administración Municipal."
428/2022C,,"TECNOLOGÍA EN ACTUACIONES JUDICIALES","Ley Ordinaria","[""H.R.Gabriel Santos García""]",Archivado,"Comisión Primera Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/tecnologia-en-actuaciones-judiciales,"Por el cual se adoptan medidas para implementar las tecnologías de la información y las comunicaciones en las actuaciones judiciales, agilizar los procesos judiciales y flexibilizar la atención a los usuarios del servicio de justicia.","Esta iniciativa pretende consagrar como legislación permanente el Decreto 806 de 2020, “por el cual se adoptan medidas para implementar las tecnologías de la información y las comunicaciones en las actuaciones judiciales, con el fin de agilizar los procesos y flexibilizar la atención a los usuarios del servicio de justicia, en el marco del Estado de Emergencia Económica, Social y Ecológica”, de manera que la virtualidad sea la regla general en la prestación del servicio de justicia en todas las especialidades. Se fortalece, igualmente, el empleo de los medios electrónicos en todas las comunicaciones que se realicen entre usuarios y prestadores de servicios de Justicia."
427/2022C,,"ESTAMPILLA PRO HOSPITALES CHOCÓ","Ley Ordinaria","[""H.R.Jhon Arley Murillo Benítez""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/estampilla-pro-hospitales-choco-0,"Por medio de la cual se crea y autoriza la emisión de la Estampilla Pro-Hospitales del Departamento del Chocó y se dictan otras disposiciones.","El presente proyecto de ley busca la creación de la estampilla Pro-Hospitales Públicos del departamento del Chocó, y la autorización a la Asamblea Departamental del Chocó para ello, hasta por la suma de DOSCIENTOS MIL MILLONES DE PESOS ($ 200.000.000.000) a precios constantes del año 2022."
426/2021C,256/2020S,"SAGRADO CORAZÓN CÚCUTA","Ley Ordinaria","[""H.S.Edgar Díaz Contreras"",""H.S.Andrés Cristo Bustos"",""H.S.Juan Carlos García Gómez"",""H.S.Milla Romero Soto"",""H.S.Jesús Alberto Castilla Salazar"",""H.R.Juan Pablo Celis Vergel"",""H.R.Wilmer Ramiro Carrillo Mendoza"",""H.R.Ciro Antonio Rodríguez Pinzón"",""H.R.Jairo Humberto Cristo Correa""]","Trámite conciliación","Comisión Segunda o de Relaciones Internacionales",Senado,2018-2022,2021-2022,https://www.camara.gov.co/sagrado-corazon-cucuta,"Por medio de la cual la Nación se vincula a la celebración de los 117 años de existencia de la Institución Educativa Sagrado Corazón de Jesús, de carácter oficial, situada en la ciudad de Cúcuta, y se autoriza en su homenaje, la construcción del comedor, la batería sanitaria, el bloque de servicios educativos, la adecuación y ampliación de su infraestructura actual y la dotación","El presente proyecto de ley tiene como objetivo, vincularse a la celebración de los 117 años de existencia de la Institución Educativa Sagrado Corazón de Jesús y en su homenaje se
autoriza al Gobierno Nacional para que incorpore dentro del Presupuesto General de la Nación, correspondiente a dos (2) vigencias fiscales siguientes a la aprobación de la
presente ley, los recursos para la construcción del comedor, la batería sanitaria, el bloque de servicios educativos; en general, la adecuación y ampliación de su infraestructura actual
y la dotación, por valor de treinta mil millones de pesos ($30.000.000.000)."
425/2021C,314/2020S,"LEGALIZACIÓN MINERA","Ley Ordinaria","[""H.S.Nora María García Burgos"",""H.S.Miguel Angel Barreto Castillo"",""H.S.Alejandro Corrales Escobar"",""H.S.Daira Galvis Méndez"",""H.S.Sandra Liliana Ortiz Nova""]",Ley,"Comisión Quinta Constitucional Permanente",Senado,2018-2022,2021-2022,https://www.camara.gov.co/legalizacion-minera,"POR MEDIO DE LA CUAL SE ESTABLECE UN MARCO JURÍDICO ESPECIAL PARA LA MINERÍA TRADICIONAL Y LA PEQUEÑA MINERÍA EN MATERIA DE LEGALIZACIÓN Y FORMALIZACIÓN, ASÍ COMO PARA SU FINANCIAMIENTO, BANCARIZACIÓN, COMERCIALIZACIÓN Y SE ESTABLECE UNA NORMATIVIDAD ESPECIAL EN MATERIA AMBIENTAL",""
424/2021C,393/2022S,"HOSPITALES PÚBLICOS","Ley Ordinaria","[""H.R.Norma Hurtado Sánchez"",""H.R.Oscar Tulio Lizcano Gonzalez"",""H.R.Martha Patricia Villalba Hodwalker""]",Ley,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/hospitales-publicos,"Por medio de la cual se modifica el artículo 100 de la Ley 1438 de 2011","El proyecto de ley propone una modificación al artículo 100 de la Ley 1438 de 2011, en cuanto a corregir la ausencia de certificación y constitución de hospitales públicos que aspiran a convertirse en universitarios, así como determinar las acciones a seguir para estimular y dicha certificación y el posterior reconocimiento como hospital universitario"
423/2021C,,CONTRATISTAS,"Ley Ordinaria","[""H.S.Angélica lisbeth lozano correa"",""H.R.Mauricio Andrés Toro Orjuela""]",Archivado,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/contratistas-1,"Por medio de la cual se busca proteger a los contratistas de prestación de servicios que celebren contratos con las entidades estatales y se dictan otras disposiciones para evitar el
encubrimiento de relaciones laborales bajo la modalidad de contratos de prestación de servicios en el sector público y la modernización estatal de las plantas de personal","La presente ley tiene por objeto proteger de abusos a los contratistas de prestación de servicios que celebren contratos con las entidades estatales; la estructuración de la actualización de las plantas de personal de las entidades del Estado junto con la modernización de las mismas; y la prevención del encubrimiento de relaciones laborales bajo la modalidad de contratos de prestación de servicios en el sector público."
422/2021C,,"EMPRENDIMIENTO PERSONAS DISCAPACIDAD","Ley Ordinaria","[""H.R.Enrique Cabrales Baquero""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/emprendimiento-personas-discapacidad,"Por medio de la cual se brindan herramientas para promover el emprendimiento de las personas en situación de discapacidad, trabajadores/as sexuales, habitantes de la calle y farmacodependientes rehabilitados y se dictan otras disposiciones","Promover e incentivar el emprendimiento de las personas en situación de discapacidad, trabajadores/as sexuales, habitantes de la calle y farmacodependientes rehabilitados, garantizándoles una participación mínima en reuniones, actividades, eventos, conferencias, congresos, ferias comerciales y exposiciones de cualquier sector realizadas a nivel municipal, distrital, departamental, regional y/o nacional."
421/2021C,,"BANCO DE PROYECTOS DEL TURISMO","Ley Ordinaria","[""H.R.Jorge Enrique Benedetti Martelo""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/banco-de-proyectos-del-turismo,"POR LA CUAL SE ADICIONA UN PARÁGRAFO AL ARTÍCULO 18 DE LA LEY 1101 DE 2006","Permitir que las Alcaldías Locales, como entidades que funcionan al interior de los Distritos y gozan de ciertas formas de autonomía, puedan presentar proyectos al Banco de Proyectos del Turismo, con el fin de buscar cofinanciación y apoyar el desarrollo del turismo, en particular en los Distritos Turísticos."
420/2021C,,"SANCIONES MOTOCICLISTAS","Ley Ordinaria","[""H.R.Alejandro Alberto Vega Pérez""]",Archivado,"Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/sanciones-motociclistas,"Por medio de la cual se modifica la Ley 769 de 2002 y se dictan otras disposiciones.","La presente Ley tiene por objeto ajustar algunas disposiciones del Código Nacional de Tránsito a fin de que se ajusten los principios de justicia y equidad que orientan el Estado social de derecho."
419/2021C,,"JUEGOS TRADICIONALES","Ley Ordinaria","[""H.R.Wilmer Leal Pérez""]","Trámite a Senado","Comisión Sexta o de Transportes y Comunicaciones","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/juegos-tradicionales,"Por medio del cual se declara a los juegos tradicionales del Trompo, el Yo-Yo y la Coca o Balero como Patrimonio Cultural Inmaterial de la Nación","Declarar las manifestaciones culturales y deportivas de los juegos tradicionales del Trompo, el Yo -Yo y la Coca o Balero, como Patrimonio Cultural Inmaterial de la nación."
418/2021C,082/2021S,ICETEX,"Ley Ordinaria","[""H.S.José Alfredo Gnecco Zuleta""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público",Senado,2018-2022,2021-2022,https://www.camara.gov.co/icetex-1,"POR MEDIO DE LA CUAL SE ESTABLECEN ALIVIOS A LOS BENEFICIARIOS DE CRÉDITOS REEMBOLSABLES DEL INSTITUTO COLOMBIANO DE CRÉDITO EDUCATIVO Y ESTUDIOS TÉCNICOS EN EL EXTERIOR - ICETEX-, Y SE DICTAN OTRAS DISPOSICIONES",""
417/2021C,283/2020S,"REGISTRO DE DONANTES","Ley Ordinaria","[""H.S.Nadya Georgette Blel Scaf""]",Ley,"Comisión Séptima Constitucional Permanente","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/registro-de-donantes,"Por medio de la cual se crea el Registro Nacional Público de Donantes de Células Progenitoras Hematopoyéticas, se dictan medidas sobre donación y trasplante de células madre de médula ósea, y se dictan otras disposiciones - Ley Jerónimo","La presente Ley tiene por objeto crear el Registro Nacional Público de Donantes de Células Progenitoras Hematopoyéticas – RNDCPH y establecer un marco normativo que regule las actividades relacionadas con la obtención, extracción, procesamiento, preservación, almacenamiento, donación y trasplante de células progenitoras hematopoyéticas o células madre de médula ósea, de sangre periférica y de cordón y de los productos terapéuticos elaborados con ellas o derivados de ellas."
416/2021C,098/2021S,"DÍA DEL CAMPESINO","Ley Ordinaria","[""H.S.Jorge Eduardo Londoño Ulloa""]","Sancion Presidencial","Comisión Segunda o de Relaciones Internacionales",Senado,2018-2022,2021-2022,https://www.camara.gov.co/dia-del-campesino-0,"Por la cual se Institucionaliza la celebración del Día del Campesino y se dictan otras disposiciones.","El objeto esencial del presente proyecto de ley es institucionalizar en todo el país la
celebración del Día del Campesino, disponer competencias y normas que garanticen
la realización anual de ese reconocimiento a las campesinas y campesinos de
Colombia."
415/2021C,287/2020S,"PATRIMONIO CULTURAL","Ley Ordinaria","[""H.S.Maria del Rosario Guerra de la Espriella""]","Sancion Presidencial","Comisión Sexta o de Transportes y Comunicaciones",Senado,2018-2022,2021-2022,https://www.camara.gov.co/patrimonio-cultural,"Por medio de la cual se reconoce el paisaje cultural cafetero colombiano como patrimonio cultural de la nación.","El objeto de la presente Ley es reconocer el paisaje cultural cafetero colombiano como patrimonio cultural de la nación."
414/2021C,,"LEY DE FINANCIAMIENTO A LA EDUCACIÓN SUPERIOR","Ley Ordinaria","[""H.R.John Alejandro Linares Camberos""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/ley-de-financiamiento-a-la-educacion-superior,"LEY SOCIAL DE FINANCIAMIENTO A LA EDUCACIÓN SUPERIOR EN COLOMBIA POR MEDIO DEL CUAL SE MODIFICAN LOS ARTÍCULOS 86 Y 87 DE LA LEY 30 DE 1992 Y SE DICTAN OTRAS DISPOSICIONES","Fortalecer las finanzas de las Universidades Públicas y de las Instituciones de Educación Superior Públicas de Colombia mediante la modificación de los artículos 86 y 87 de la Ley 30 de 1992."
413/2021C,,"TASA PRO DEPORTE","Ley Ordinaria","[""H.R.Alfredo Ape Cuello Baute"",""H.R.Armando Antonio Zabaraín de Arce"",""H.R.Juan Carlos Rivera Peña"",""H.R.Buenaventura León León""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/tasa-pro-deporte-0,"Por medio de la cual se modifica la Ley 2023 de 2020 que creó la tasa Pro Deporte y Recreación",""
412/2021C,,"ZESE PACÍFICO","Ley Ordinaria","[""H.S.John Milton Rodriguez Gonzalez""]",Archivado,"Comisión Tercera o de Hacienda y Crédito Público","Cámara",2018-2022,2021-2022,https://www.camara.gov.co/zese-pacifico,"Por medio de la cual se crea la Zona Económica y Social Especial del Pacífico Colombiano (ZESE Pacífico), se extiende la vigencia del Incentivo a la Creación de Nuevos Empleos en la ZESE Pacífico y se dictan otras disposiciones","La presente Iniciativa tiene el propósito de establecer condiciones que permitan la reactivación económica, generación de empleo, formalización e inclusión laboral, eliminación de la pobreza y la pobreza extrema y el mejoramiento de la calidad de vida de los habitantes de la Región del Pacífico colombiano."
